user_uuid;course_uuid;particion;nota_final_media;nota_final_mediana;nota_final_varianza;nota_parcial_media;nota_parcial_mediana;nota_parcial_varianza;score_media;score_mediana;score_varianza;frecuencia_tareas;frecuencia_examenes;s_created_at;s_submitted_at;nota_final_materia;tiempo_entrega
01193bc4-6b73-4fab-9a63-e425a2e397dd;36507f58-9271-43bb-94d1-c7fd32c94999;18;10.0;10.0;0.0;5.5;5.5;0.5;9.0;9.0;2.0;2;2;2022-08-01 22:27:07;2022-03-27 21:56:52;10.0;127
01193bc4-6b73-4fab-9a63-e425a2e397dd;36507f58-9271-43bb-94d1-c7fd32c94999;29;10.0;10.0;0.0;5.0;5.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-04-14 18:44:01;10.0;109
01193bc4-6b73-4fab-9a63-e425a2e397dd;36507f58-9271-43bb-94d1-c7fd32c94999;39;10.0;10.0;0.0;5.0;5.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-04-30 16:41:59;10.0;93
01193bc4-6b73-4fab-9a63-e425a2e397dd;36507f58-9271-43bb-94d1-c7fd32c94999;42;10.0;10.0;0.0;6.55;6.55;0.08000000000000014;6.9;6.9;0.32000000000000023;2;2;2022-08-01 22:27:07;2022-05-05 21:32:05;10.0;88
01193bc4-6b73-4fab-9a63-e425a2e397dd;36507f58-9271-43bb-94d1-c7fd32c94999;45;10.0;10.0;0.0;6.0;6.0;2.0;8.0;8.0;8.0;2;2;2022-08-01 22:27:07;2022-05-10 18:20:37;10.0;83
01193bc4-6b73-4fab-9a63-e425a2e397dd;3fab895d-e5a0-460b-be1c-eb8b4526fc6e;25;10.0;10.0;0.0;5.083333333333333;5.0;0.020833333333333315;9.833333333333334;10.0;0.08333333333333326;3;3;2022-08-01 22:27:07;2022-05-30 19:58:46;10.0;63
01193bc4-6b73-4fab-9a63-e425a2e397dd;3fab895d-e5a0-460b-be1c-eb8b4526fc6e;34;10.0;10.0;0.0;6.0;6.0;0.4418840331110085;8.0;8.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-06-13 17:39:14;10.0;49
01193bc4-6b73-4fab-9a63-e425a2e397dd;3fab895d-e5a0-460b-be1c-eb8b4526fc6e;43;10.0;10.0;0.0;6.0;6.0;0.4418840331110085;8.0;8.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-06-27 18:16:05;10.0;35
01193bc4-6b73-4fab-9a63-e425a2e397dd;3fab895d-e5a0-460b-be1c-eb8b4526fc6e;53;10.0;10.0;0.0;5.5;5.5;0.4418840331110085;9.0;9.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-07-12 17:25:33;10.0;20
01193bc4-6b73-4fab-9a63-e425a2e397dd;960086b0-ce33-433b-8a62-2975671698c9;25;10.0;10.0;0.0;5.2;5.0;0.11999999999999991;9.6;10.0;0.47999999999999965;3;3;2022-08-01 22:27:07;2022-05-30 18:16:15;10.0;63
01193bc4-6b73-4fab-9a63-e425a2e397dd;960086b0-ce33-433b-8a62-2975671698c9;27;10.0;10.0;0.0;6.75;6.75;0.4418840331110085;6.5;6.5;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-06-01 19:06:59;10.0;61
01193bc4-6b73-4fab-9a63-e425a2e397dd;960086b0-ce33-433b-8a62-2975671698c9;43;10.0;10.0;0.0;10.0;10.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-06-27 18:12:00;10.0;35
01193bc4-6b73-4fab-9a63-e425a2e397dd;960086b0-ce33-433b-8a62-2975671698c9;53;10.0;10.0;0.0;5.75;5.75;0.4418840331110085;8.5;8.5;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-07-12 13:45:50;10.0;20
01193bc4-6b73-4fab-9a63-e425a2e397dd;d8262ad7-0b2a-4406-9c5a-f5dc54e7a3ef;16;8.0;8.0;0.0;3.875;3.875;1.53125;8.25;8.25;6.125;2;2;2022-08-01 22:27:07;2022-03-23 19:44:15;8.0;131
01193bc4-6b73-4fab-9a63-e425a2e397dd;d8262ad7-0b2a-4406-9c5a-f5dc54e7a3ef;26;8.0;8.0;0.0;4.175;4.175;2.761249999999999;7.65;7.65;11.044999999999998;2;2;2022-08-01 22:27:07;2022-04-09 18:13:19;8.0;114
01193bc4-6b73-4fab-9a63-e425a2e397dd;d8262ad7-0b2a-4406-9c5a-f5dc54e7a3ef;39;8.0;8.0;0.0;3.9000000000000004;3.9000000000000004;0.4418840331110085;8.2;8.2;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-04-30 16:39:51;8.0;93
01193bc4-6b73-4fab-9a63-e425a2e397dd;d8262ad7-0b2a-4406-9c5a-f5dc54e7a3ef;40;8.0;8.0;0.0;3.425;3.425;0.3612499999999997;9.15;9.15;1.4449999999999987;2;2;2022-08-01 22:27:07;2022-05-02 18:12:16;8.0;91
01193bc4-6b73-4fab-9a63-e425a2e397dd;d8262ad7-0b2a-4406-9c5a-f5dc54e7a3ef;41;8.0;8.0;0.0;9.0;9.0;0.4418840331110085;7.2;7.2;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-05-03 16:54:11;8.0;90
01193bc4-6b73-4fab-9a63-e425a2e397dd;e3552daa-ae9a-4f97-9ea1-401fc4d02230;10;10.0;10.0;0.0;5.0;5.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-03-23 19:33:41;10.0;131
01193bc4-6b73-4fab-9a63-e425a2e397dd;e3552daa-ae9a-4f97-9ea1-401fc4d02230;29;10.0;10.0;0.0;5.125;5.125;0.020833333333333332;9.75;9.75;0.08333333333333333;4;4;2022-08-01 22:27:07;2022-05-08 18:59:38;10.0;85
01193bc4-6b73-4fab-9a63-e425a2e397dd;e3552daa-ae9a-4f97-9ea1-401fc4d02230;39;10.0;10.0;0.0;5.0;5.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-06-01 16:11:58;10.0;61
01193bc4-6b73-4fab-9a63-e425a2e397dd;e3552daa-ae9a-4f97-9ea1-401fc4d02230;52;10.0;10.0;0.0;5.0;5.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-07-04 01:35:51;10.0;28
01193bc4-6b73-4fab-9a63-e425a2e397dd;f50b2376-0fb1-463b-b7c3-abdb50592520;25;8.0;8.0;0.0;3.1666666666666665;3.0;0.08333333333333331;9.666666666666666;10.0;0.3333333333333335;3;3;2022-08-01 22:27:07;2022-05-30 19:21:55;8.0;63
01193bc4-6b73-4fab-9a63-e425a2e397dd;f50b2376-0fb1-463b-b7c3-abdb50592520;43;8.0;8.0;0.0;3.0;3.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-06-27 18:20:38;8.0;35
01193bc4-6b73-4fab-9a63-e425a2e397dd;f50b2376-0fb1-463b-b7c3-abdb50592520;52;8.0;8.0;0.0;5.0;5.0;0.0;6.0;6.0;0.0;2;2;2022-08-01 22:27:07;2022-07-11 17:01:48;8.0;21
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;06dd5f32-293c-442e-b602-08107eb61ea8;26;9.0;9.0;0.0;4.85;4.85;0.4418840331110085;8.3;8.3;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-06-01 12:40:36;9.0;61
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;06dd5f32-293c-442e-b602-08107eb61ea8;34;9.0;9.0;0.0;8.0;8.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-06-13 17:24:52;9.0;49
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;06dd5f32-293c-442e-b602-08107eb61ea8;36;9.0;9.0;0.0;4.0;4.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-06-16 19:52:14;9.0;46
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;06dd5f32-293c-442e-b602-08107eb61ea8;43;9.0;9.0;0.0;4.0;4.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-06-27 13:20:13;9.0;35
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;06dd5f32-293c-442e-b602-08107eb61ea8;50;9.0;9.0;0.0;5.5;5.5;0.4418840331110085;7.0;7.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-07-08 20:25:55;9.0;24
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;6add6ede-fc78-47b8-a880-3b623f58cf63;12;9.0;9.0;0.0;4.0;4.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-03-28 12:40:47;9.0;126
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;6add6ede-fc78-47b8-a880-3b623f58cf63;20;9.0;9.0;0.0;4.0;4.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-04-15 15:25:39;9.0;108
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;6add6ede-fc78-47b8-a880-3b623f58cf63;22;9.0;9.0;0.0;4.0;4.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-04-20 11:47:45;9.0;103
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;6add6ede-fc78-47b8-a880-3b623f58cf63;32;9.0;9.0;0.0;5.45;5.45;0.4418840331110085;7.1;7.1;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-05-17 01:28:09;9.0;76
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;6add6ede-fc78-47b8-a880-3b623f58cf63;37;9.0;9.0;0.0;4.0;4.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-05-27 12:13:29;9.0;66
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;6add6ede-fc78-47b8-a880-3b623f58cf63;41;9.0;9.0;0.0;4.5;4.5;0.4418840331110085;9.0;9.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-06-06 17:16:05;9.0;56
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;6add6ede-fc78-47b8-a880-3b623f58cf63;49;9.0;9.0;0.0;4.0;4.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-06-27 02:27:34;9.0;35
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;6add6ede-fc78-47b8-a880-3b623f58cf63;52;9.0;9.0;0.0;5.75;5.75;0.4418840331110085;6.5;6.5;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-07-04 14:25:53;9.0;28
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;9fb5bf9b-b5e3-40ef-b69e-8681fa52cb8d;12;9.0;9.0;0.0;4.0;4.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-03-28 13:58:50;9.0;126
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;9fb5bf9b-b5e3-40ef-b69e-8681fa52cb8d;22;9.0;9.0;0.0;4.0;4.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-04-22 12:00:04;9.0;101
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;9fb5bf9b-b5e3-40ef-b69e-8681fa52cb8d;32;9.0;9.0;0.0;4.0;4.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-05-16 12:05:13;9.0;77
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;9fb5bf9b-b5e3-40ef-b69e-8681fa52cb8d;35;9.0;9.0;0.0;4.0;4.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-05-24 11:48:49;9.0;69
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;9fb5bf9b-b5e3-40ef-b69e-8681fa52cb8d;49;9.0;9.0;0.0;4.0;4.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-06-27 02:32:42;9.0;35
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;9fb5bf9b-b5e3-40ef-b69e-8681fa52cb8d;52;9.0;9.0;0.0;4.0;4.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-07-05 00:18:45;9.0;27
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;af630619-d048-463a-a62c-5764f36ae1d3;17;9.0;9.0;0.0;4.0;4.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-04-08 12:55:17;9.0;115
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;af630619-d048-463a-a62c-5764f36ae1d3;22;9.0;9.0;0.0;4.0;4.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-04-22 11:29:27;9.0;101
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;af630619-d048-463a-a62c-5764f36ae1d3;32;9.0;9.0;0.0;5.5;5.5;0.4418840331110085;7.0;7.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-05-16 13:54:31;9.0;77
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;af630619-d048-463a-a62c-5764f36ae1d3;34;9.0;9.0;0.0;4.0;4.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-05-20 12:31:32;9.0;73
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;af630619-d048-463a-a62c-5764f36ae1d3;41;9.0;9.0;0.0;6.0;6.0;0.4418840331110085;6.0;6.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-06-06 13:47:07;9.0;56
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;af630619-d048-463a-a62c-5764f36ae1d3;49;9.0;9.0;0.0;4.0;4.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-06-27 02:36:56;9.0;35
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;af630619-d048-463a-a62c-5764f36ae1d3;52;9.0;9.0;0.0;6.0;6.0;0.4418840331110085;6.0;6.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-07-05 02:10:10;9.0;27
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;e14f5a9d-992e-4d5f-b9e2-a0c723b4219b;26;10.0;10.0;0.0;5.0;5.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-05-31 12:42:55;10.0;62
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;e14f5a9d-992e-4d5f-b9e2-a0c723b4219b;34;10.0;10.0;0.0;5.0;5.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-06-13 13:22:42;10.0;49
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;e14f5a9d-992e-4d5f-b9e2-a0c723b4219b;36;10.0;10.0;0.0;5.0;5.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-06-16 19:34:43;10.0;46
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;e14f5a9d-992e-4d5f-b9e2-a0c723b4219b;43;10.0;10.0;0.0;5.0;5.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-06-27 13:11:48;10.0;35
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;e14f5a9d-992e-4d5f-b9e2-a0c723b4219b;50;10.0;10.0;0.0;5.0;5.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-07-08 19:45:11;10.0;24
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;fa72c29b-bbfb-4953-b023-5321f95ae41b;27;8.0;8.0;0.0;3.0;3.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-06-01 12:56:35;8.0;61
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;fa72c29b-bbfb-4953-b023-5321f95ae41b;35;8.0;8.0;0.0;3.75;3.75;0.4418840331110085;8.5;8.5;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-06-13 23:53:19;8.0;48
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;fa72c29b-bbfb-4953-b023-5321f95ae41b;36;8.0;8.0;0.0;8.0;8.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-06-16 19:44:56;8.0;46
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;fa72c29b-bbfb-4953-b023-5321f95ae41b;43;8.0;8.0;0.0;3.0;3.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-06-27 13:15:29;8.0;35
0230ccf5-89ea-4676-b05e-c3403c7b6fd3;fa72c29b-bbfb-4953-b023-5321f95ae41b;50;8.0;8.0;0.0;8.0;8.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-07-08 20:17:30;8.0;24
02323a7a-120c-485d-99b1-6247a57c46e4;04f8bae9-333a-4269-95b4-bde0b0965cf7;6;6.0;6.0;0.0;1.9500000000000002;1.9500000000000002;0.4418840331110085;8.1;8.1;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-03-06 17:28:10;6.0;148
02323a7a-120c-485d-99b1-6247a57c46e4;04f8bae9-333a-4269-95b4-bde0b0965cf7;15;6.0;6.0;0.0;2.1;2.1;0.4418840331110085;7.8;7.8;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-03-22 10:37:54;6.0;132
02323a7a-120c-485d-99b1-6247a57c46e4;04f8bae9-333a-4269-95b4-bde0b0965cf7;16;6.0;6.0;0.0;2.0999999999999996;2.0999999999999996;0.005000000000000031;7.800000000000001;7.800000000000001;0.020000000000000125;2;2;2022-08-01 22:27:07;2022-03-24 13:44:17;6.0;130
02323a7a-120c-485d-99b1-6247a57c46e4;04f8bae9-333a-4269-95b4-bde0b0965cf7;23;6.0;6.0;0.0;2.5;2.5;0.4418840331110085;7.0;7.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-04-03 22:21:34;6.0;120
02323a7a-120c-485d-99b1-6247a57c46e4;04f8bae9-333a-4269-95b4-bde0b0965cf7;25;6.0;6.0;0.0;1.7999999999999998;1.7999999999999998;0.4418840331110085;8.4;8.4;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-04-07 23:43:10;6.0;115
02323a7a-120c-485d-99b1-6247a57c46e4;04f8bae9-333a-4269-95b4-bde0b0965cf7;29;6.0;6.0;0.0;1.9000000000000004;1.9000000000000004;0.4418840331110085;8.2;8.2;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-04-14 13:55:18;6.0;109
02323a7a-120c-485d-99b1-6247a57c46e4;04f8bae9-333a-4269-95b4-bde0b0965cf7;30;6.0;6.0;0.0;1.0;1.0;0.4418840331110085;10.0;10.0;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-04-16 14:03:29;6.0;107
02323a7a-120c-485d-99b1-6247a57c46e4;04f8bae9-333a-4269-95b4-bde0b0965cf7;31;6.0;6.0;0.0;2.1;2.1;0.4418840331110085;7.8;7.8;1.9161206984707064;1;1;2022-08-01 22:27:07;2022-04-16 15:22:25;6.0;107
